CD_EQUI,CD_LOCAL,CD_TEMA,DS_TEMA,CD_TP_EQUIPAMENTO,DS_TP_EQUIPAMENTO,CD_SUBTIPO_EQUIPAMENTO,DS_SUBTIPO_EQUIPAMENTO,CD_DEP_ADMINISTRATIVA,DS_DEP_ADMINISTRATIVA,NM_EQUI,NM_ABREV_EQUI,CD_FONTE,FONTE_FONTE,CD_RUA,NM_RUA,CD_RUANAOOFICIAL,NM_RUANAOOFICIAL,NUMERO_EQUI,COMPLEMENTO_EQUI,CD_BAIRRO,NM_BAIRRO,QUADRICULA_BQ,CD_REGIONAL,NM_REGIONAL,LAT_SIRGAS,LON_SIRGAS,FUNCIONAMENTO_MANHA_EQUI,FUNCIONAMENTO_TARDE_EQUI,FUNCIONAMENTO_NOITE_EQUI,FUNCIONAMENTO_24HRS_EQUI,TELEFONE_EQUI,RAMAL_EQUI,EMAIL_EQUI,SITE_EQUI,FAX_EQUI
6.674,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,JARDIM PARANAENSE,Jd. Paranaense,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S369,R. EDUARDO PINTO DA ROCHA,,,500,,64,Alto Boqueir?o,V15,2,Boqueir?o,-26,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.675,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,JARDIM PETROPOLIS,Jd. Petropolis,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S852D,R. AFONSO ZICKA,,,61,,37,Uberaba,O18,3,Cajuru,-25,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.676,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,JARDIM PINHEIROS,Jd. Pinheiros,152,Associac?o Sul-Paranaense/Igrejas Adventistas,N547,R. PE. JOSE MARTINI,,,1199,,63,Santa Felicidade,D7,5,Santa Felicidade,-25,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.677,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,JUVEVE,Juveve,152,Associac?o Sul-Paranaense/Igrejas Adventistas,E008H,R. PROF. ARTHUR LOYOLA,,,70,,16,Cabral,H14,1,Matriz,-25,-49,0,0,0,0,(41) 3252-0394,,tvjuveve@iasdjuveve.org.br,www.iasdjuveve.org.br,
5.236,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,BIDUZINHO,Biduzinho,155,,C022,AL. JULIA DA COSTA,,,771,,1,Centro,J11,1,Matriz,-25,-49,1,1,0,0,30146730,,CEIBIDUZINHO@HOTMAIL.COM,,
5.246,41622928,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,BONECO DE PANO,Boneco de Pano,155,,S420,R. MARIALVA,,,694,Entre as Ruas Arapongas e Londrina.,65,Sitio Cercado,,10,Bairro Novo,-26,-49,1,1,0,0,3227-7365,,,,
1.703,41387600,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,BRINCANDO DE APRENDER,Brincando de Aprender,155,,S585,R. CRISTIANO STROBEL,,,1145,,56,Boqueir?o,,2,Boqueir?o,-26,-49,1,1,0,0,,,,,
281,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,SETE DE SETEMBRO - NEXTEL,,127,Secretaria Municipal de Urbanismo,C250,AV. SETE DE SETEMBRO,,,4698,,10,Batel,L11,1,Matriz,,,0,0,0,0,,,,,
284,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,BRIGADEIRO FRANCO - ALBRA,,127,Secretaria Municipal de Urbanismo,C003,R. BRIG. FRANCO,,,3345,,8,Reboucas,L12,1,Matriz,,,0,0,0,0,,,,,
286,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ALFERES ANGELO SAMPAIO - TIM,,127,Secretaria Municipal de Urbanismo,S010,R. ALF. ANGELO SAMPAIO,,,967,,9,Agua Verde,L11,7,Port?o,,,0,0,0,0,,,,,
288,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ALFERES POLI - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,S022,R. ALF. POLI,,,599,,8,Reboucas,K12,1,Matriz,,,0,0,0,0,,,,,
290,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,GETULIO VARGAS - TIM,,127,Secretaria Municipal de Urbanismo,S005,AV. PRES. GETULIO VARGAS,,,684,,8,Reboucas,L13,1,Matriz,,,0,0,0,0,,,,,
293,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,CARLOS DE CARVALHO - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,C014,AL. DR. CARLOS DE CARVALHO,,,1479,,10,Batel,K11,1,Matriz,,,0,0,0,0,,,,,
295,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,OLAVO BILAC,,127,Secretaria Municipal de Urbanismo,W016,R. OLAVO BILAC,,,870,,29,Seminario,L10,7,Port?o,,,0,0,0,0,,,,,
297,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,SETE DE SETEMBRO - TIM,,127,Secretaria Municipal de Urbanismo,C250,AV. SETE DE SETEMBRO,,,5190,,10,Batel,L11,1,Matriz,,,0,0,0,0,,,,,
299,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,AVENIDA BATEL - ALBRA,,127,Secretaria Municipal de Urbanismo,W022,AV. DO BATEL,,,1750,,10,Batel,,1,Matriz,,,0,0,0,0,,,,,
302,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,IMACULADA CONCEIC?O - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,S040,R. IMACULADA CONCEIC?O,,,390,,8,Reboucas,L14,1,Matriz,,,0,0,0,0,,,,,
304,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MARIO TOURINHO - NEXTEL,,127,Secretaria Municipal de Urbanismo,W800,R. GEN. MARIO TOURINHO,,,1215,,30,Campina do Siqueira,K9,5,Santa Felicidade,,,0,0,0,0,,,,,
306,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MARIO TOURINHO - NEXTEL,,127,Secretaria Municipal de Urbanismo,W800,R. GEN. MARIO TOURINHO,,,0,,30,Campina do Siqueira,K9,5,Santa Felicidade,,,0,0,0,0,,,,,
309,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,S?O BARTOLOMEU - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,S906C,R. S?O BARTOLOMEU,,,280,,21,Cajuru,L17,3,Cajuru,,,0,0,0,0,,,,,
311,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,LUIZ FRANCA - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,S911,R. LUIZ FRANCA,,,1150,,21,Cajuru,L17,3,Cajuru,,,0,0,0,0,,,,,
313,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MAURICIO FRUET - GLOBAL,,127,Secretaria Municipal de Urbanismo,S005B,AV. PREF. MAURICIO FRUET,S005B,"MAURICIO FRUET, Av. Pref.",3420,,21,Cajuru,L19,3,Cajuru,,,0,0,0,0,,,,,
315,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,OSVALDO TOSATO - GVT,,127,Secretaria Municipal de Urbanismo,W876B,R. OSVALDO TOSATO,,,98,,44,Campo Comprido,L5,5,Santa Felicidade,,,0,0,0,0,,,,,
318,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,JUSCELINO KUBITSCHEK DE OLIVEIRA - ALBRA,,127,Secretaria Municipal de Urbanismo,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,2151,,75,Cidade Industrial de Curitiba,L3,11,CIC,,,0,0,0,0,,,,,
320,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,SADY SOUZA - TIM,,127,Secretaria Municipal de Urbanismo,N954I,R. ENG. SADY SOUZA,,,481,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,,,,,
322,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,TEFFE - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,N035D,R. TEFFE,,,718,,13,Bom Retiro,H11,1,Matriz,,,0,0,0,0,,,,,
324,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MATEUS LEME - ALBRA,,127,Secretaria Municipal de Urbanismo,N008,R. MATEUS LEME,,,825,,2,S?o Francisco,I12,1,Matriz,,,0,0,0,0,,,,,
327,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,JO?O GUALBERTO - TIM,,127,Secretaria Municipal de Urbanismo,C100,AV. JO?O GUALBERTO,,,1730,,15,Juveve,H14,1,Matriz,,,0,0,0,0,,,,,
329,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,JO?O GUALBERTO,,127,Secretaria Municipal de Urbanismo,C100,AV. JO?O GUALBERTO,,,1732,,15,Juveve,H14,1,Matriz,,,0,0,0,0,,,,,
380,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,FRANCISCO DE ASSIS MELO - GVT,,127,Secretaria Municipal de Urbanismo,S833,R. TEN. BRIG. FRANCISCO DE ASSIS CORREA DE MELLO,,,309,,22,Jardim das Americas,N17,3,Cajuru,,,0,0,0,0,,,,,
382,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,NOSSA SENHORA DE LOURDES - GLOBAL,,127,Secretaria Municipal de Urbanismo,S819,AV. NOSSA SENHORA DE LOURDES,,,779,,22,Jardim das Americas,M17,3,Cajuru,,,0,0,0,0,,,,,
385,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,NATAL - TELET,,127,Secretaria Municipal de Urbanismo,S925,R. NATAL,,,1186,,21,Cajuru,M19,3,Cajuru,,,0,0,0,0,,,,,
387,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,HUGO CINI,,127,Secretaria Municipal de Urbanismo,S934E,R. HUGO CINI,,,0,,21,Cajuru,N18,3,Cajuru,,,0,0,0,0,,,,,
389,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,FIORAVANTE BAGGIO - NEXTEL,,127,Secretaria Municipal de Urbanismo,W852,R. FIORAVANTE BAGGIO,,,247,,75,Cidade Industrial de Curitiba,N5,11,CIC,,,0,0,0,0,,,,,
391,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,NILO PECANHA - GLOBAL,,127,Secretaria Municipal de Urbanismo,N300,R. NILO PECANHA,,,0,,33,S?o Lourenco,G12,4,Boa Vista,,,0,0,0,0,,,,,
394,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,FRANCISCO DE PAULA GUIMAR?ES - NEXTEL,,127,Secretaria Municipal de Urbanismo,N051,R. FRANCISCO DE PAULA GUIMAR?ES,,,423,,14,Ahu,H13,1,Matriz,,,0,0,0,0,,,,,
396,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ANNA GARCIA DA SILVA - GVT,,127,Secretaria Municipal de Urbanismo,N418E,R. ANNA GARCIA DA SILVA,,,0,,32,Pilarzinho,G11,4,Boa Vista,,,0,0,0,0,,,,,
398,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,PARANA - NEXTEL,,127,Secretaria Municipal de Urbanismo,C102,AV. PARANA,,,1840,,35,Bacacheri,G15,4,Boa Vista,,,0,0,0,0,,,,,
401,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,BELEM - ALBRA,,127,Secretaria Municipal de Urbanismo,N060,R. BELEM,,,322,,16,Cabral,H14,1,Matriz,,,0,0,0,0,,,,,
403,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MANOEL RIBAS - GLOBAL,,127,Secretaria Municipal de Urbanismo,N616,AV. MANOEL RIBAS,,,5772,,63,Santa Felicidade,G7,5,Santa Felicidade,,,0,0,0,0,,,,,
405,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MARCOS MOCELLIN - NEXTEL,,127,Secretaria Municipal de Urbanismo,N631,R. MARCOS MOCELLIN,,,284,,63,Santa Felicidade,G7,5,Santa Felicidade,,,0,0,0,0,,,,,
407,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,RIO GUAPORE - GLOBAL,,127,Secretaria Municipal de Urbanismo,E332,R. RIO GUAPORE,,,913,,36,Bairro Alto,G19,4,Boa Vista,,,0,0,0,0,,,,,
410,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,LUIZ PELEGRINO TOALDO - TELET,,127,Secretaria Municipal de Urbanismo,N729,R. LUIZ PELEGRINO TOALDO,,,189,,61,Butiatuvinha,G5,5,Santa Felicidade,,,0,0,0,0,,,,,
412,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,SANTA CATARINA - ALBRA,,127,Secretaria Municipal de Urbanismo,S121,R. SANTA CATARINA,,,1058,,9,Agua Verde,N11,7,Port?o,,,0,0,0,0,,,,,
414,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,WESTPHALEN - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,S024,R. DES. WESTPHALEN,,,4000,,25,Parolin,N14,7,Port?o,,,0,0,0,0,,,,,
416,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,AVENIDA DA REPUBLICA - NEXTEL,,127,Secretaria Municipal de Urbanismo,C023U,AV. DA REPUBLICA,,,5773,,26,Guaira,O12,7,Port?o,,,0,0,0,0,,,,,
419,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MARANH?O - NEXTEL,,127,Secretaria Municipal de Urbanismo,S205,R. MARANH?O,,,1899,,27,Port?o,,7,Port?o,,,0,0,0,0,,,,,
421,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ORLANDO CHAVES - ALBRA,,127,Secretaria Municipal de Urbanismo,W747,R. PROF. ORLANDO ALVES CHAVES,,,626,,27,Port?o,O8,7,Port?o,,,0,0,0,0,,,,,
423,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,FRANCISCO HERACLITO DOS SANTOS - ALBRA,,127,Secretaria Municipal de Urbanismo,S822,AV. CEL. FRANCISCO HERACLITO DOS SANTOS,,,2771,,37,Uberaba,O16,3,Cajuru,,,0,0,0,0,,,,,
425,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,LEONIDAS MARQUES - GLOBAL,,127,Secretaria Municipal de Urbanismo,S861,R. CAP. LEONIDAS MARQUES,,,565,,37,Uberaba,O18,3,Cajuru,,,0,0,0,0,,,,,
428,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,S?O SALVADOR - TIM,,127,Secretaria Municipal de Urbanismo,N331,R. S?O SALVADOR,,,107,,32,Pilarzinho,E12,4,Boa Vista,,,0,0,0,0,,,,,
430,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,EUGENIO GUARIZA,,127,Secretaria Municipal de Urbanismo,N217A,R. EUGENIO GUARIZA,,,136,,33,S?o Lourenco,F13,4,Boa Vista,,,0,0,0,0,,,,,
432,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,DAVID GERONASSO,,127,Secretaria Municipal de Urbanismo,N116,R. DAVID GERONASSO,,,1061,,34,Boa Vista,F15,4,Boa Vista,,,0,0,0,0,,,,,
434,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,LUDOVICO GERONAZZO - TELET,,127,Secretaria Municipal de Urbanismo,N123,R. LODOVICO GERONAZZO,,,1190,,34,Boa Vista,E15,4,Boa Vista,,,0,0,0,0,,,,,
437,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,NICARAGUA - NEXTEL,,127,Secretaria Municipal de Urbanismo,E114,R. NICARAGUA,,,2159,,35,Bacacheri,F17,4,Boa Vista,,,0,0,0,0,,,,,
439,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ESTRADA DA GRACIOSA - NEXTEL,,127,Secretaria Municipal de Urbanismo,E320A,R. ESTRADA DA GRACIOSA,,,585,,55,Atuba,F20,4,Boa Vista,,,0,0,0,0,,,,,
490,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,LUIZ LEOPOLDO LANDAL - NEXTEL,,127,Secretaria Municipal de Urbanismo,W125,R. LUIZ LEOPOLDO LANDAL,,,1324,,41,Novo Mundo,Q9,8,Pinheirinho,,,0,0,0,0,,,,,
492,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,WENCESLAU MUNIZ - BRASIL TELECOM,,127,Secretaria Municipal de Urbanismo,W513,R. PROF. WENCESLAU MUNIZ,,,40,,75,Cidade Industrial de Curitiba,R8,11,CIC,,,0,0,0,0,,,,,
495,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,GOUBER PINTO DIONISIO - GLOBAL,,127,Secretaria Municipal de Urbanismo,W477D,R. GOUBER PINTO DIONISIO,,,500,,75,Cidade Industrial de Curitiba,W9,11,CIC,,,0,0,0,0,,,,,
497,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,ANTONIO DE PAULA - NEXTEL,,127,Secretaria Municipal de Urbanismo,S642,R. DES. ANTONIO DE PAULA,,,1618,,56,Boqueir?o,S16,2,Boqueir?o,,,0,0,0,0,,,,,
499,,7,COMUNICAC?ES,11,Estac?o de Telecomunicac?o,3,-,11,Particular,MARECHAL FLORIANO,,127,Secretaria Municipal de Urbanismo,S026,AV. MAL. FLORIANO PEIXOTO,,,9687,,56,Boqueir?o,S16,2,Boqueir?o,,,0,0,0,0,,,,,
3.240,,10,ECONOMIA,17,Posto de Abastecimento,6,Cosan - Esso,11,Particular,TRINDADE,Posto Trindade,162,,C100,AV. JO?O GUALBERTO,,,887,,4,Alto da Gloria,,1,Matriz,-25,-49,0,0,0,0,3029-5105,,,,
3.243,,10,ECONOMIA,17,Posto de Abastecimento,3,Branca,11,Particular,SANTA ELIZA,Posto Santa Eliza,162,,E015,R. SETE DE ABRIL,,,1047,,4,Alto da Gloria,,1,Matriz,-25,-49,0,0,0,0,3015-1562,,,,
3.245,,10,ECONOMIA,17,Posto de Abastecimento,8,Ipiranga,11,Particular,JARDIM AMBIENTAL,Posto Jardim Ambiental,162,,E024,R. ITUPAVA,,,1020,,5,Alto da Rua XV,,1,Matriz,-25,-49,0,0,0,0,3538-0385,,,,
3.249,,10,ECONOMIA,17,Posto de Abastecimento,11,Petrobras,11,Particular,PETROPARK,Posto Petropark,162,,W800,R. GEN. MARIO TOURINHO,,,2350,,11,Bigorrilho,,1,Matriz,-25,-49,0,0,0,0,3013-6075,,,,
7.290,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,5,Arquitetura Moderna,11,Particular,ESTAC?O DE TRATAMENTO DE AGUA DO TARUM?,ETA Tarum?,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,E430,AV. VICTOR FERREIRA DO AMARAL,,,1760,,19,Tarum?,J16,4,Boa Vista,-25,-49,0,0,0,0,,,,,
7.391,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,ALVORECER,Alvorecer,155,,S207,AV. PRES. KENNEDY,,,2184,,9,Agua Verde,,7,Port?o,-25,-49,1,1,0,0,3242-8121,,,,
7.392,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,LEGI?O DA BOA VONTADE,Legi?o da Boa Vontade,155,,S650B,R. PE. ESTANISLAU TRZEBIATOWSKI,,,180,,64,Alto Boqueir?o,T16,2,Boqueir?o,-26,-49,1,1,0,0,3286-9193,,,,
4.234,,12,ESPORTE,13,Unidade Desportiva,10,Centro de Treinamento Esportivo,11,Particular,ALFREDO GOTTARDI - CAJU,Caju,156,,S456,ESTR. DO GANCHINHO,,,1451,,65,Sitio Cercado,W12,10,Bairro Novo,-26,-49,1,1,1,0,(41) 2105-5500,,,www.atleticoparanaense.com,
4.236,,12,ESPORTE,13,Unidade Desportiva,6,Estadio Profissional,11,Particular,JANQUITO MALUCELLI - ECOESTADIO,Ecoestadio,156,,C666,ROD. BR-277 - CURITIBA / PONTA GROSSA,,,315,"Km 0,5",45,Mossungue,J8,5,Santa Felicidade,-25,-49,1,1,1,0,(41) 3351-5577,,,www.jmalucellifutebol.com.br,
4.238,,12,ESPORTE,13,Unidade Desportiva,6,Estadio Profissional,11,Particular,DURIVAL DE BRITO E SILVA - VILA CAPANEMA,Durival de Brito,156,,S007,R. ENGS. REBOUCAS,,,1100,,7,Jardim Botanico,K14,1,Matriz,-25,-49,0,0,0,0,(41) 3029-4747,,ouvidoria@paranaclube.com.br,www.paranaclube.com.br,
4.242,,12,ESPORTE,13,Unidade Desportiva,8,Estadio Amador,11,Particular,MONTE BERICO,Monte Berico,156,,N736B,R. INHUMAS,,,24,,60,S?o Braz,H5,5,Santa Felicidade,-25,-49,0,0,0,0,(41) 3273-5423,,,,
4.243,,12,ESPORTE,13,Unidade Desportiva,8,Estadio Amador,11,Particular,JO?O TULIO,Jo?o Tulio,156,,S401,R. DR. PEDRO ZAVASKI,,,1393,,66,Pinheirinho,U13,8,Pinheirinho,-26,-49,0,0,0,0,,,,,
4.244,,25,TURISMO,36,Hospedagem,3,Hotel,11,Particular,HOLLYSTER,Hollyster,176,,S844,R. ULISSES JOSE RIBEIRO,,,182,,37,Uberaba,O17,3,Cajuru,-25,-49,0,0,0,1,(41) 3524-2000,,reservas@hollysterhotel.com.br,www.hollysterhotel.com.br,
4.245,,21,SEGURANCA,83,Policia Civil do Parana,2,Delegacia,2,Publico Estadual,FURTOS E ROUBOS DE CARGAS,DFRC,121,Secretaria Estadual de Seguranca Publica,W023G,R. LOURENCO GBUR,,,132,Numero antigo 1783,30,Campina do Siqueira,K9,5,Santa Felicidade,-25,-49,0,0,0,1,(41) 3343-1639,,dccp.dfrc@pc.pr.gov.br,www.policiacivil.pr.gov.br,(41) 3243-6309
120,,11,EDUCAC?O,20,Centro de Atendimento Especializado,2,Centro de Atendimento Especializado,3,Publico Municipal,DOUTOR FRANCISCO ANTONIO MARCALLO,Dr. Francisco Antonio Marcallo,120,Secretaria Municipal da Educac?o,S658P,R. WILSON DACHEUX PEREIRA,,,183,,64,Alto Boqueir?o,U15,2,Boqueir?o,-26,-49,1,1,0,0,(41) 3379-8745,,cmaefmarcallo@sme.curitiba.pr.gov.br,,
119,,11,EDUCAC?O,20,Centro de Atendimento Especializado,2,Centro de Atendimento Especializado,3,Publico Municipal,PROFESSORA REGINA NARDINO PEREIRA,Profa. Regina Nardino Pereira,120,Secretaria Municipal da Educac?o,S468X,R. AAR?O LAMENHA DE SIQUEIRA,,,380,,65,Sitio Cercado,W13,10,Bairro Novo,-26,-49,1,1,0,0,(41) 3289-8422,,cmaerpnardino@sme.curitiba.pr.gov.br,,
10.847,,21,SEGURANCA,39,Policia Militar do Parana,9,Nucleo de Protec?o ao Cidad?o,2,Publico Estadual,11? NPC - JARDIM DAS AMERICAS,11? NPC,121,Secretaria Estadual de Seguranca Publica,S824,R. RODOLPHO SENFF,,,251,,22,Jardim das Americas,M17,3,Cajuru,-25,-49,0,0,0,0,,,,,
5.175,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,CURITIBA - CIC I,Curitiba - CIC I,128,Associac?o Paranaense de Supermercados,W635,R. PROF. ALGACYR MUNHOZ MADER,,,4538,,75,Cidade Industrial de Curitiba,Q6,11,CIC,-25,-49,1,1,1,0,(41) 3245-0099,,,,
5.177,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,JANKE,Janke,128,Associac?o Paranaense de Supermercados,E212,R. VENEZUELA,,,2330,,35,Bacacheri,H16,4,Boa Vista,-25,-49,1,1,1,0,(41) 3256-4478,,,,
5.178,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,JS,JS,128,Associac?o Paranaense de Supermercados,S932,R. TEOFILO OTONI,,,451,,21,Cajuru,M18,3,Cajuru,-25,-49,1,1,1,0,(41) 3266-3758,,,,
5.179,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,TOKARSKI,Tokarski,128,Associac?o Paranaense de Supermercados,W134,R. FRANCISCO DE CAMARGO PINTO,,,237,,58,Cap?o Raso,R9,8,Pinheirinho,-26,-49,1,1,1,0,(41) 3246-2384,,,,
5.180,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,ZAMPROGNA - VILA IZABEL,Vila Isabel,128,Associac?o Paranaense de Supermercados,W038F,R. TAMOIOS,,,425,,28,Vila Izabel,M10,7,Port?o,-25,-49,1,1,1,0,(41) 3045-7724,,,,
5.181,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,VINCE,Vince,128,Associac?o Paranaense de Supermercados,C004,R. ANDRE DE BARROS,,,68,,1,Centro,K12,1,Matriz,-25,-49,1,1,1,0,,,,,
5.182,,18,RELIGI?O,28,Igreja,14,Presbiteriana do Brasil,11,Particular,HAUER,Hauer,195,,S629,R. ANNE FRANK,,,485,,38,Hauer,O15,2,Boqueir?o,-25,-49,0,0,0,0,(41) 3276-8971,,,www.ipb.org.br,
6.350,,12,ESPORTE,13,Unidade Desportiva,7,Academia ao Ar Livre,3,Publico Municipal,PRACA MARIO VENDRAMEL,Pc. Mario Vendramel,116,Secretaria Municipal de Esporte e Lazer,S019F,R. AQUELINO ORESTES BAGLIOLI,,,0,"No final rua, proximo ao port?o de entrada da PUC",24,Prado Velho,L15,1,Matriz,-25,-49,0,0,0,1,(41) 3350-3741,,smelj@smelj.curitiba.pr.gov.br,www.curitiba.pr.gov.br,
6.351,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,MATRIZ,Matriz,128,Associac?o Paranaense de Supermercados,C998,PC. GENEROSO MARQUES,,,114,Esquina co a R. Riachuelo,1,Centro,J13,1,Matriz,-25,-49,1,1,1,0,,,,,
5.991,,29,JUSTICA,161,Tribunal de Justica,1,Tribunal,1,Publico Federal,JUSTICA FEDERAL,Justica Federal,201,,N070,AV. ANITA GARIBALDI,,,888,,16,Cabral,G14,1,Matriz,-25,-49,1,1,0,0,(41) 3210-1400,,,www.jfpr.jus.br,
5.467,,21,SEGURANCA,72,Nucleo Regional - Defesa Social,1,Regional Administrativa,3,Publico Municipal,CIC,CIC,125,Secretaria Municipal de Defesa Social,W730,R. RAUL POMPEIA,,,130,,75,Cidade Industrial de Curitiba,O6,11,CIC,-25,-49,0,0,0,1,(41) 3314-5157,,,www.curitiba.pr.gov.br,
