FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count,type,responsable,uf_code,stages
infraturistica.fid--370298aa_15b3a2610e3_1700,55962,Sinalização turística - Congonhas,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,2,3,17,4
infraturistica.fid--370298aa_15b3a2610e3_1701,55963,Sinalização turística - Diamantina,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,DIAMANTINA,--,,Em obras,30 de Junho de 2016,POINT (-43.6 -18.249),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1702,55964,Sinalização turística - Mariana,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,MARIANA,--,,Em obras,30 de Junho de 2016,POINT (-43.416 -20.378),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1703,55965,Sinalização turística - Ouro Preto,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,OURO PRETO,--,,Em obras,30 de Junho de 2016,POINT (-43.508 -20.288),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1704,55966,Sinalização turística - Sabará,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,SABARÁ,--,,Em obras,30 de Junho de 2016,POINT (-43.807 -19.886),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1705,55967,Sinalização turística - São João Del Rei,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,SÃO JOÃO DEL REI,--,,Em obras,30 de Junho de 2016,POINT (-44.262 -21.136),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1706,55968,Sinalização turística - Serro,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MG,SERRO,--,,Em obras,30 de Junho de 2016,POINT (-43.379 -18.605),0,2,3,17,2
infraturistica.fid--370298aa_15b3a2610e3_1707,55969,Sinalização turística - Corumbá,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,MS,CORUMBÁ,--,,Em obras,30 de Junho de 2016,POINT (-57.653 -19.009),0,2,3,20,2
infraturistica.fid--370298aa_15b3a2610e3_1708,55970,Sinalização turística - Santarém Novo,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PA,SANTARÉM NOVO- BELÉM,--,,Em obras,30 de Junho de 2016,POINT (-48.504 -1.456),0,2,3,9,2
infraturistica.fid--370298aa_15b3a2610e3_1709,55971,Conclusão do Centro de Convenções da Paraíba - Tacima,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,PB,JOÃO PESSOA,--,,Em execução,30 de Junho de 2016,POINT (-34.863 -7.115),0,2,3,21,4
infraturistica.fid--370298aa_15b3a2610e3_170a,55972,Sinalização turística - João Pessoa,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PB,JOÃO PESSOA,--,,Concluído,30 de Junho de 2016,POINT (-34.863 -7.115),0,2,3,21,3
infraturistica.fid--370298aa_15b3a2610e3_170b,55973,Sinalização turística - Fernando de Noronha,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PE,FERNANDO DE NORONHA,--,,Em obras,30 de Junho de 2016,POINT (-32.411 -3.84),0,2,3,14,2
infraturistica.fid--370298aa_15b3a2610e3_170c,55974,Construção do Centro de Eventos de Teresina - Aroazes,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,PI,TERESINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-42.802 -5.089),0,2,3,22,1
infraturistica.fid--370298aa_15b3a2610e3_170d,55975,Sinalização turística - Parnaíba,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-41.777 -2.905),0,2,3,22,1
infraturistica.fid--370298aa_15b3a2610e3_170e,55976,Construção do Centro de Convenções e Feiras de Curitiba - Curitiba,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PR,CURITIBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-49.273 -25.428),0,2,3,13,1
infraturistica.fid--370298aa_15b3a2610e3_170f,55977,Sinalização turística - Antonina,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,PR,ANTONINA,--,,Em obras,30 de Junho de 2016,POINT (-48.712 -25.429),0,2,3,13,2
infraturistica.fid--370298aa_15b3a2610e3_1710,55978,Sinalização turística - Vassouras,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,RJ,VASSOURAS,--,,Em execução,30 de Junho de 2016,POINT (-43.663 -22.404),0,2,3,7,4
infraturistica.fid--370298aa_15b3a2610e3_1711,55979,Reforma do Centro de Convenções de Natal - Natal,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,RN,NATAL,--,,Em obras,30 de Junho de 2016,POINT (-35.209 -5.795),0,2,3,23,2
infraturistica.fid--370298aa_15b3a2610e3_1712,55980,Construção do Centro de Convenções - Porto Alegre,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-51.23 -30.033),0,2,3,1,1
infraturistica.fid--370298aa_15b3a2610e3_1713,55981,Sinalização turística - Pelotas,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,RS,PELOTAS,--,,Em execução,30 de Junho de 2016,POINT (-52.343 -31.772),0,2,3,1,4
infraturistica.fid--370298aa_15b3a2610e3_1714,55982,Sinalização turística - São Miguel das Missões,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,RS,SÃO MIGUEL DAS MISSÕES,--,,Em execução,30 de Junho de 2016,POINT (-54.554 -28.563),0,2,3,1,4
infraturistica.fid--370298aa_15b3a2610e3_1715,55983,Sinalização turística - Jaguarão,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,RS,JAGUARÃO,--,,Em execução,30 de Junho de 2016,POINT (-53.376 -32.566),0,2,3,1,4
infraturistica.fid--370298aa_15b3a2610e3_1716,55984,Construção do Centro de Enventos e Pavilhão de Convenções de Balneário Camboriú - Balneário Camboriú,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,SC,BALNEÁRIO CAMBORIÚ,--,,Em obras,30 de Junho de 2016,POINT (-48.635 -26.991),0,2,3,6,2
infraturistica.fid--370298aa_15b3a2610e3_1717,55985,Sinalização turística - Florianópolis,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SC,FLORIANÓPOLIS,--,,Em execução,30 de Junho de 2016,POINT (-48.549 -27.597),0,2,3,6,4
infraturistica.fid--370298aa_15b3a2610e3_1718,55986,Sinalização turística - Laguna,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-48.781 -28.483),0,2,3,6,1
infraturistica.fid--370298aa_15b3a2610e3_1719,55987,Reforma do Centro de Convenções de Sergipe - Aracajú,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,SE,ARACAJU,--,,Em obras,30 de Junho de 2016,POINT (-37.072 -10.911),0,2,3,16,2
infraturistica.fid--370298aa_15b3a2610e3_171a,55988,Sinalização turística - Aracajú,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SE,ARACAJU,--,,Em obras,30 de Junho de 2016,POINT (-37.072 -10.911),0,2,3,16,2
infraturistica.fid--370298aa_15b3a2610e3_171b,55989,Sinalização turística - São Cristóvão,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-37.206 -11.015),0,2,3,16,1
infraturistica.fid--370298aa_15b3a2610e3_171c,55990,Reforma e melhorias do Complexo Anhembi - São Paulo,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,SP,SÃO PAULO,--,,Em execução,30 de Junho de 2016,POINT (-46.636 -23.548),0,2,3,12,4
infraturistica.fid--370298aa_15b3a2610e3_171d,55991,Adequação e implantação de infraestrutura do autódromo José Carlos Pace - São Paulo,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SP,SÃO PAULO,--,,Em execução,30 de Junho de 2016,POINT (-46.636 -23.548),0,2,3,12,4
infraturistica.fid--370298aa_15b3a2610e3_171e,55992,Construção da fábrica do samba - São Paulo,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SP,SÃO PAULO,--,,Em execução,30 de Junho de 2016,POINT (-46.636 -23.548),0,2,3,12,4
infraturistica.fid--370298aa_15b3a2610e3_171f,55994,Sinalização turística - Santo André,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2016,POINT (-46.538 -23.664),0,2,3,12,2
infraturistica.fid--370298aa_15b3a2610e3_1720,55995,Sinalização turística - São Luis do Paraitinga,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Município,SP,SÃO LUÍS DO PARAITINGA,--,,Em obras,30 de Junho de 2016,POINT (-45.31 -23.222),0,2,3,12,2
infraturistica.fid--370298aa_15b3a2610e3_1721,90401,Implantação da Duplicação da rodovia AL-220- trecho: Barra de São Miguel/BR-101,Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,AL,BARRA DE SÃO MIGUEL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.98463889 -9.80869444),0,2,3,19,1
infraturistica.fid--370298aa_15b3a2610e3_1722,90402,Duplicação e Restauração da Rodovia AL-101 (duplicação- viaduto- ciclovia- calçadão- iluminação),Cidade Melhor,Infraestrutura Turística,Ministério do Turismo,Estado,AL,MACEIÓ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.68609722 -9.61002778),0,2,3,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6142,65002,Requalificação da Praça do Menino Deus,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6143,65003,Restauração do Abrigo Sagrado Coração de Jesus,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6144,65072,Restauração do antigo Diamantina Tênis Club,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6145,65000,Restauração da Casa Mendes Carneiro - implantação da Casa do Professor,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6146,65001,Restauração da Igreja do Menino Deus,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6147,64938,Restauração do Pavilhão Universal - desmontagem e retirada da Praça Tenreiro Aranha para implantação na Praça Adalberto Vale,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em execução,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6148,64917,Restauração do Teatro Sete de Setembro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Em obras,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6149,64918,Restauração do Cine Penedo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_614a,64919,Restauração do Casarão do Montepio dos Artistas,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Concluído,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_614b,64920,Restauração do Círculo Operário - Escola de Santeiros,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Concluído,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_614c,64921,Restauração do Casarão da Biblioteca de Penedo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Concluído,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_614d,64922,Restauração dos galpões da orla do rio  - implantação da  Escola Náutica- Oficina e Marina Pública,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Em obras,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_614e,64923,Implantação do Museu de Lapinhas e religiosidade - Igreja  de S. Gonçalo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_614f,64924,Restauração da Casa São Francisco - Implantação do Conservatório de Música,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6150,64925,Restauração do Chalet dos Loureiros - Implantação do Centro de Referência do São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,5
cidadeshistoricas.fid--370298aa_15b3a2610e3_6151,64926,Requalificação urbanística do Largo de S. Gonçalo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Em obras,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6152,64927,Recuperação do Cais da Marina de Penedo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,PENEDO,--,,Em execução,30 de Junho de 2016,POINT (-36.586 -10.29),0,3,4,19,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6153,64928,Requalificação do Largo da Igreja Nosso Senhor do Bonfim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,5
cidadeshistoricas.fid--370298aa_15b3a2610e3_6154,64929,Requalificação do Largo da Igreja da Matriz,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,5
cidadeshistoricas.fid--370298aa_15b3a2610e3_6155,64930,Requalificação do Largo da Igreja do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,MARECHAL DEODORO,--,,Em obras,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6156,64931,Restauração da Ordem 3ª de São Francisco - implantação do Conservatório de Música,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6157,64932,Restauração da Igreja de N.S. do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6158,64933,Restauração da Igreja de N.S. do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6159,64934,Restauração da Igreja do Amparo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AL,MARECHAL DEODORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_615a,64935,Restauração do Museu de Arte Sacra - Convento,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,AL,MARECHAL DEODORO,--,,Em execução,30 de Junho de 2016,POINT (-35.895 -9.71),0,3,4,19,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_615b,64936,Requalificação urbanística da Praça XV de Novembro- jardins- entorno e restauração do Relógio Municipal (escadaria-  trecho da Av. Eduardo Ribeiro- entre a av. 7 de Setembro e Alfândega) -,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em obras,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_615c,64937,Requalificação urbanística da  Praça Adalberto Vale - acessibilidade- iluminação- sinalização e paisagismo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em obras,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_615d,64939,Requalificação urbanística da Praça Terneiro Aranha  -acessibilidade- iluminação- sinalização- mobiliario urbano e paisagismo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em obras,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_615e,64940,Requalificação urbanística da Praça D. Pedro II - Chafariz e Coreto- drenagem- irrigação- pavimentação- sinalização- mobiliário urbano e paisagismo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_615f,64941,Requalificação urbanística do entorno do Mercado Municipal Adolpho Lisboa - recuperação da pavimentação- acessibilidade- iluminação- sinalização- mobiliario urbano e paisagismo (ruas dos Barés- Barão de São Domingos- Miranda Leão- Av. Manaus Moderna e Pça do Mercado,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em obras,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6160,64942,Restauração do Casarão da Biblioteca Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6161,64943,Restauração da Antiga Câmara Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6162,64944,Restauração do Antigo Hotel Cassina - implantação do Centro de Arte Popular,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em execução,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6163,64945,Restauração do Antigo edifício do Corpo de Bombeiros - implantação da Pinacoteca Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-60.025 -3.102),0,3,4,10,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6164,64946,Restauração da Biblioteca Juracy Magalhães Júnior,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,ITAPARICA,--,,Em execução,30 de Junho de 2016,POINT (-38.679 -12.888),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6165,64947,Restauração da Igreja Matriz do Santíssimo Sacramento,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,ITAPARICA,--,,Em execução,30 de Junho de 2016,POINT (-38.679 -12.888),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6166,64948,Requalificação urbanística da Praça do Mercado,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,ITAPARICA,--,,Em execução,30 de Junho de 2016,POINT (-38.679 -12.888),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6167,64949,Restauração do Píer de Atracação - Forte de São Lourenço,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,ITAPARICA,--,,Em execução,30 de Junho de 2016,POINT (-38.679 -12.888),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6168,64950,Restauração da Igreja de São Lourenço,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,ITAPARICA,--,,Em execução,30 de Junho de 2016,POINT (-38.679 -12.888),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6169,64951,Restauração da Antiga Casa de Câmara e Cadeia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,MARAGOJIPE,--,,Em execução,30 de Junho de 2016,POINT (-38.919 -12.778),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_616a,64952,Restauração da Igreja Matriz de S. Bartolomeu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,MARAGOJIPE,--,,Em execução,30 de Junho de 2016,POINT (-38.919 -12.778),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_616b,64953,Restauração do Casarão da Filarmônica Terpcícore Popular,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,MARAGOJIPE,--,,Em execução,30 de Junho de 2016,POINT (-38.919 -12.778),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_616c,64954,Restauração do Antigo Casarão da Filarmônica Dois de Julho - Implantação do Museu do Carnaval,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,MARAGOJIPE,--,,Em execução,30 de Junho de 2016,POINT (-38.919 -12.778),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_616d,64955,Restauração do Casarão no Largo da Matriz- 41 - implantação do Memorial Osvaldo Sá,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,MARAGOJIPE,--,,Em execução,30 de Junho de 2016,POINT (-38.919 -12.778),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_616e,64956,Restauração da antiga fábrica Trzan - implantação de Campus da UFRB,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_616f,64957,Restauração da Igreja Matriz de Nossa senhora da Purificação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6170,64958,Restauração da Antiga Casa de Câmara e Cadeia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6171,64959,Restauração do Mercado e requalificação da Feira - Bembé do Mercado,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6172,64960,Restauração da Igreja do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6173,64961,Restauração do Arquivo Público,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6174,64962,Restauração da Igreja do Amparo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SANTO AMARO,--,,Em execução,30 de Junho de 2016,POINT (-38.712 -12.547),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6175,64963,Restauração da Igreja do Santíssimo Sacramento da Rua do Passo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6176,64964,Restauração da Igreja de Nossa Senhora da Saúde e Glória,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
